" A costly  tax-free threshold","414"
" A family with a $200,000  floating mortgage is  paying about  $200 a week less in interest  payments than they would  have in 2008.","603"
" A family with two children that  receives  Working for Families now pays no net tax  until their income reaches  $50,000.","603"
" A key feature of the draft Curriculum for history is the treatment of Australian history within a regional and world history context.","506"
" A major push to expand this kind of pensions coverage demands that the state ensures that people have reasonably priced pensions products available to them.","403"
" A market that delivers a range of houses and  buildings, at  prices and  standards accessible  to all New Zealanders.","401"
" A new building consent system that is risk based.","303"
" A new court attendance allowance of $100 a day for victims of sexual violence, and provision for an unpaid supporter.","504"
" A new means-tested emergency grant of up to $2,000 for economically disadvantaged victims of a serious crime who require special assistance.","504"
" A one-to-one computer-to-student ratio has been achieved nationally in Australian schools with students in Years 9 to 12.","506"
" A productive and innovative building and  housing sector that  has the right  information,  skills, systems,  and technology to  do  the job  well and deliver good quality, affordable  homes and buildings.","410"
" A record 91  per cent  of two-year-olds are  fully immunised  up  from 73  per cent  three years ago.","504"
" A record 91 per cent  of two year  olds are  fully immunised  - up from 73  per cent  three years ago.","504"
" A record 91 per cent  of two-year-olds are fully  immunised, up from only  73  per cent  a few  years ago.","504"
" A Republican  President  and  Republican  Senate  will  join House  Republicans  in  living  by  the  rule  of  law,  the foundation  of  the  American  Republic.","202"
" A six  per cent  reduction in core government  administration  staff over three  years, from  38,859 to 36,475  Full-Time  Equivalents (FTEs).","303"
" A special task force should respond immediately to the arrival of new illicit drugs.","504"
" A surge in licensing in Canterbury means the sector is in a better position for the rebuilding needed  after the earthquakes.","411"
" A wide spread of shareholders.","412"
" Access for sexual violence victims to a trained advisor who has knowledge of the dynamics of sexual violence cases.","504"
" Access to DVD support material and a redesigned victims' website.","705"
" Across-the-board income tax cuts mean that  around three quarters of income earners  pay  no more  than 17.5  per cent  income tax.","701"
" Actively chasing overdue borrowers in  Australia and Britain.","507"
" Added 12,400 hectares in 14 areas to Schedule  Four, our  most  valuable  conservation land.","501"
" Additional abuse of the welfare system,  valued at $183  million,  was identified by  the Ministry of Social Development, but was not  prosecuted as it fell  below  the current  prosecution  threshold.","505"
" Adequately resource the National Educational Psychologist Service to ensure that children get assessed quickly, and thus have access to the learning support they need.","506"
" Adequately resource the NEWB to allow it to fulfil its national mandate under the Education and Welfare Act 2000.","506"
" Adjusted  for  inflation,  that's  more  than  three times  its  peak  level  in  World  War  II","414"
" Adopted  a new travel concession system  so  veterans  can have claims reimbursed faster.","504"
" Adopted  national standards on  contaminated  sites  and water  metering to improve  consistency around the country.","302"
" Adopted a clean-up plan for Te Waihora/Lake Ellesmere.","501"
" Adopted a National Policy Statement on  Renewable Electricity Generation.","416"
" Adopted national  policy statements on  renewable energy, fresh water,  and coastal  management.","501"
" Adopted National Policy Statements  on coastal management, renewable energy, and  freshwater management.","302"
" Adopting a whole-of-government approach, requiring Ministers and agencies to be proactively engaged in the negotiation process to achieve efficiencies, including earlier identification of potential issues and a more constructive approach to finding solutions.","303"
" Advanced policy work on fresh-water reform  through the Land and  Water Forum, and on  infrastructure and urban design through  Technical Advisory  Groups.","411"
" Advanced work on the Canterbury Water Management Strategy.","501"
" Air Asia X now flies from Kuala Lumpur to  Christchurch.","411"
" Alcohol abuse and drug abuse are increasingly interlinked.","504"
" aligning Maori resources with regional driver industries","705"
" All  of which  will  return  direction  of  the  nation's  healthcare to  the  people  and  away  from  the  federal  government.","505"
" All new citizens to complete a course in the history of Aotearoa and the Pacific as part of receiving citizenship.","606"
" All patients needing a specialist appointment are seen within no more than four months.","504"
" All patients ready and booked for elective surgery get their operations within four months.","504"
" All rates of New Zealand Superannuation  have increased by  19 per cent since 2008:","504"
" Allocated  $1  billion to repair leaky buildings  so homeowners can get  on with their lives.","411"
" Allocated  $50  million to develop and  construct 18 Great  Rides in the New Zealand  Cycle Trail Project.","411"
" Allocated $35 million to the Irrigation  Acceleration Fund  to develop irrigation  infrastructure.","703"
" Allow these companies to access capital and grow without being fully dependent on the Government.","401"
" Almost half a billion  dollars  of government  and  industry  investment in the Primary  Growth Partnership  promoting innovation  on and off the farm.","703"
" Amend section 45 of the Electoral Act to be consistent with section 35 of that Act, meaning that no Maori electoral district shall be situated partially in the North Island and partially in the South Island","503"
" Amended  Labour's  ETS  to strike  a better  balance between New Zealand's  environmental and economic interests.","410"
" Amended  the Bail Act to ensure that  when  someone is arrested for domestic violence,  more explicit bail conditions can be imposed  to  protect children.","605"
" Amended the Bail  Act  to reverse changes  made by Labour, who  restricted the test for  remand in custody  and  made it easier for  offenders to  get bail.","605"
" An 11-clinic after-hours care network  is  up and running  in Auckland, providing better  care for 1.3 million people.","504"
" An extra  2000 jobs.","701"
" An extra 2000 jobs.","701"
" An extra 46,000 people off welfare and 11,000 working  part-time in four years.","505"
" An owner-builder exemption from the restricted building work rules, expected to come into effect in March 2012.","401"
" and  allowing  for  more  oil  and  natural  gas exploration  on  federally  owned  and  controlled  land.","410"
" and  empower  consumer  choice.","505"
" and  equalize  the  tax  treatment  of group  and  individual  health  insurance  plans.  ","503"
" and  help their  communities  avoid  isolation  from  the  mainstream  of  society.","608"
" and  it  calls  a  spending  increase a cut if it is less than the rate of inflation.","414"
" and  make  gang  membership  a  deportable  offense.","605"
" and  promote  nonlitigation  alternatives  for  dispute  resolution.","504"
" and  strengthening  the  American  family.","603"
" and  support  the  right  of States  to  a  reasonable  share  of  the  resulting  revenue and  royalties.  ","301"
" and  the  taking  of  property  by  environmental  regulations  that  destroy  its  value.  ","201"
" and  urge  States  to  offer support  for  job  programs,  license reciprocity,  onestop  service  centers,  and  education  programs  to support  these  families.  ","301"
" and impacts disproportionately on Maori and young people.","503"
" and remove  political  incentives  from publicly  funded  research.","411"
" and, through  the  FCC's  net  neutrality  rule,  is  trying  to  micromanage  telecom  as  if  it  were  a  railroad  network.   ","401"
" Announced nine new  marine reserves.","501"
" Announced the Government will underwrite  a $20  million, 17,000-seat temporary stadium  for Christchurch to  ensure Cantabrians  can, once again,  enjoy  the benefits of major  sporting and cultural events.","502"
" Annual ECE funding  per child is $7600, more  than for  a  primary school pupil  or for  a secondary school  pupil.","506"
" Annual increase to the War  Disablement  Pension for veterans with service-related  disabilities.","504"
" Anti-cruising bylaws.","605"
" Antiquated and bureaucratic  gift duty has gone.","414"
" Appoint, as an Officer of Parliament, a Parliamentary Commissioner for the Treaty to proactively promote the Treaty's commitment to partnership.","607"
" Approved  KiwiRail's  $4.6b  turnaround plan.","411"
" Around 180 extra midwives enrolled  in the Voluntary Bonding Scheme.","506"
" As noted earlier, from reducing marginal income tax rates to phasing out the death tax, President Bush and the Republican Congress have made great strides in addressing each of these problems.","402"
" assist  all  patients,  including  those  with  preexisting  conditions, through  reinsurance  and  risk  adjustment;","504"
" assist  their  journey  to  full  citizenship,","607"
" Assisted  4400  first-home buyers to  get  finance.","401"
" Attracted over $700  million  in  potential foreign investment  thanks to  improvements  to  the business migration scheme.","410"
" Available for low to moderate income families with children, and people with high housing costs.","701"
" Averted the prison  crowding  crisis.","305"
" because as Democrats, we fundamentally believe health care is a right for all, not a privilege for the few.","504"
" because their  economic  progress  makes  possible  the  conservation  of  natural  resources.","410"
" Benchmarking shows  that  government agencies  could save more  than $230  million a year  through  greater sharing, standardisation,  and  automation of back-office processes and  systems.","303"
" Benefit payments have been linked to  price  rises, so vulnerable members of society are  not left behind.","504"
" Better  balancing our economic opportunities  with our environmental responsibilities in  fisheries  catch  allocation decisions.","501"
" Better access to medical specialists on-site and on-call.","504"
" Better manage the Government's regulatory responsibilities.","501"
" Better managing taxpayer assets.","305"
" Better medicine monitoring  for  more patients through local pharmacies.","504"
" Better targeted Working  For Families  to low income earners.","503"
" blocked Iran's ability to pursue a nuclear weapon.","104"
" Boosted  trades and  industry training with  eight  Trades Academies open this year, and  13 more to follow in 2012,","411"
" Boosted funding for state highways and fast-tracked  construction  on two of the Roads of  National Significance in the  region  the Victoria Park Tunnel  and  the  Western Ring  Route.","411"
" Boosted international education.","410"
" Boosting  our core defence responsibility for  our  country and  broader Exclusive Economic Zone.","104"
" Boosting our emerging relationships  with  Asian countries and groups.","107"
" Borrowing billions more to invest in the NZ Super Fund.","414"
" Both  the  trainees in  those  programs  and  the  taxpayers  who  fund  them deserve  better.","701"
" Boy racing  offences are down by 15 per cent.","605"
" Breaking the cap: the fiscal cap on Treaty settlements must be abolished.","705"
" Bringing all local maternity professionals together for regular clinical reviews of all births.","504"
" Brought Archives New Zealand and the National Library into the Department of Internal Affairs.","303"
" Brought together the Ministry of Agriculture and Forestry, the Food Safety Authority and the Ministry of Fisheries,","303"
" Build new,  modern teaching areas in existing  schools.","506"
" Build new, modern schools.","506"
" Build new, modern teaching areas in existing schools.","506"
" Build on local community policing structures in line with stated Labour community policing and police reform policy.","504"
" Building a  tax system that rewards hard work  and savings.","414"
" Building genuine national savings.","414"
" Building new, modern schools","506"
" Building new, modern schools.","506"
" Building new, modern teaching areas in existing schools","506"
" Building new, modern teaching areas in existing schools.","506"
" but  something  far  more  important  for  the  future  of  our  nation:  protecting  the constitutional  rights  of  citizens,  ","203"
" But today we know that the mission is not finished, hostilities have not ended, and our men and women in uniform fight almost alone with the target squarely on their backs.","305"
" by  empowering its  participants, ","504"
" Cancelled Labour's Auckland regional fuel tax.","414"
" Capital spending on infrastructure and public  assets  will come from the Future Investment  Fund to  help  keep net Crown debt below 30  per cent  of GDP.","414"
" Carried  out an extensive  programme of  engagement  to promote  our  exports.","410"
" Changing the  give  way rule to  make  it safer.","411"
" Child immunisation  rates are at a record  high.","504"
" China Southern  started daily flights at the  beginning of November.","411"
" China Southern Airlines  now flies from  Guangzhou to Auckland.","411"
" Clamped  down  on illegal poaching, with  prosecutions  up  by over  25 per  cent since 2008.","501"
" Clamped  down on gangs, organised crime,  and  methamphetamine (P).","605"
" Cleaning  up New Zealand's  lakes, rivers, and  aquifers  with a $265 million  investment.","501"
" Clearer accountability for building practitioners, building consent authorities, and consumers to make sure work complies with the Building Code.","403"
" Closed  loopholes and opportunities for  tax avoidance.","414"
" Closed  the gender pay gap to 9.6  per cent  the lowest ever.","503"
" Combating  anti-competitive  behavior,  such as  price-fixing.","403"
" Committed to  regular  reviews of the ETS to  ensure we don't get ahead  of our  trading  partners.","410"
" Completed  50,000  upgrades to  state housing, including  clean heating and  necessary  maintenance.","504"
" Completed  a wider  review  of bail laws,  including public consultation.","202"
" Completed  more than 50,000 upgrades to  state houses, including insulation,  clean  heating, retrofits,  and essential maintenance.","504"
" Completed  the Hobsonville Motorway on  the Western Ring  Route.","411"
" Completed a resource plan after 18 years.","305"
" Completed almost  165,000 home  upgrades  with insulation  or  clean heating.","411"
" Completed major projects  including the Hobsonville Deviation, Manukau Extension, Taupo  Bypass, Pyes Pa Bypass, Hawke's Bay expressway extension, Dowse to  Petone  upgrade, and  Dunedin's  SH88 upgrade.","411"
" Completed more than  500  major building modernisation projects.","506"
" Completed more than  500  major building modernisation projects.","506"
" Completed state  highway projects ahead of  schedule including:   The second  Manukau Harbour  Crossing.","411"
" Completed the  $600 million  double-tracking of the western line  and  upgrade of stations at New Lynn, Grafton, Newmarket, Morningside, and Onehunga.","411"
" Completed the $340 million Victoria Park Tunnel, a key choke point in central Auckland.","411"
" Completed the first  ETS review.","416"
" Completed train station upgrades and  double-tracking of the Western Line, and  started the $500 million upgrade and  electrification of Auckland's  rail network.","411"
" Compliance levels  consistently improving  for key sectors such as farming.","501"
" Conducting a value-for-money review with  the  Civil Aviation Authority  to improve services  and reduce costs.","303"
" Conducting a value-for-money review with Maritime NZ to improve services and reduce  costs.","303"
" Congestion  is down 10 per  cent  during  the morning peak on key  motorway  bottlenecks, due to  early completion of several projects.","411"
" Consent major projects of national significance.","501"
" Conservation land: maximise the cultural value of conservation land for better tourism outcomes.","410"
" Construction underway  on Waikato  Expressway, Tauranga Eastern Link, and  the  Christchurch Southern Motorway.","411"
" contain  costs  and  reduce  mandates,","504"
" Continue to attract migrants with the right skills and capital to invest in  New Zealand.","410"
" Continued  to increase the  minimum wage  each year","412"
" Continuing  to target support to ensure the  education system achieves better outcomes  for Pacific  students.","705"
" Continuing to strengthen relationships with  our long-standing partners   Australia, the  United  States, the United Kingdom,            and Canada.","107"
" Council services in Auckland  are  better  coordinated and  more  accountable  to rate  payers,  red tape has been cut, and  rate rises  have been kept in check.","303"
" Cracking down  on loan sharks.","403"
" Create  a specialist anti-fraud  team  focused on reducing abuse of the welfare system.","505"
" Created  2000 jobs  during the recession  through state housing upgrades.","701"
" Created  550 jobs directly and 1200 in  associated trades by  fast-tracking roading projects  in our  Jobs &  Growth Plan.","701"
" Created  eight  Trades  Academies and 19  Service  Academies.","411"
" Created 13,000 jobs in  small businesses  thanks  to  the 90-day trial  period,  according to  research by  New Zealand Institute of  Economic Research.","701"
" Created 19 Service Academies.","506"
" Created a hunting advisor  position at DOC","502"
" Created new exemptions so  that  Christchurch students would not  unfairly  miss out  on NCEA qualifications.","506"
" Created the new Ministry of Science and Innovation, from two existing government agencies.","303"
" creating incredible hardship for American farmers, manufacturers, workers, and consumers in the process.","701"
" Crime  is down 8.9%  per person in the past  two years, and  the lowest  it's been since 1982.","305"
" Crime is down in every  Police district in  the  country.","605"
" Crime is down in every  Police district in  the  country.","605"
" Crown financial institutions, including the Super Fund, ACC, and GSF, have almost $40 billion under management.","414"
" Cultural industries contribute  over  $8 billion  to the New Zealand economy.","502"
" Culture and heritage are major  marketing points for tourism.","502"
" Cut  business  tax  to 28  per cent.","402"
" Cut  tax on savings and work.","414"
" Cut  the number of poor quality  courses  by at  least 15%.","507"
" Death rates also jump 18 percent over winter many of them elderly.","504"
" Dedicated eating disorder facilities  in  Auckland so young people and their families  don't have to go  to Australia for treatment.","504"
" Deliver a more efficient and productive building and construction sector.","410"
" Demerit points for illegal street-racing offences.","605"
" Department and agency mergers  saving $92  million over four years.","303"
" Deployed 1200  extra  Police from  around  New Zealand  and  overseas for the immediate rescue and recovery effort after  the February quake.","606"
" Despite the most difficult conditions the  industry has faced in a generation, the  Tourism Satellite account shows that  visitor  spending in the  year to March 2011 was up  2.1 per cent to a total of $23 billion.","410"
" Develop a social guarantee so that all early school leavers (16-18 years old) will be offered a place in meaningful and appropriate education or training.","506"
" develop environmental, waste production and management regulations in harmony with other countries, or ahead of them,","403"
" Develop through, for example an expanded system of drug courts, compulsory as well as voluntary rehabilitation programmes.","605"
" Developed the first  NZ  Inc Strategy to  expand trade with India.","410"
" Developed the Qualifications  and  Operational  Limits framework.","411"
" Developing a set of regional tourism indicators such as a tourism attractions and activity monitor.","411"
" Developing identifiers for tourism and Maori businesses within the Statistics New Zealand Business database.","411"
" Developing NZ Inc Strategies.","107"
" Directing prisoner compensation to victims.","705"
" Directing ugly rhetoric at America's allies in a time of war is irresponsible.","305"
" Disclosure requirements for building contractors about their skills, qualifications, licensing status, and track record.","403"
" disproportionately Black people and Latinos ","503"
" Domestic  tourism spending increased 2.5  per cent to $13  billion.","410"
" Double-funded  students who moved out  of Christchurch for 2011.","506"
" Doubling the number of people on a full-time  work test from 57,000 to 137,000.","505"
" Doubling the number of prisoners participating in release to work programmes.","605"
" Doubling time in  jail for  dangerous driving and drink driving causing  death.","605"
" Dramatic improvements in  resource consent  processing  by councils.","303"
" Dramatic improvements in resource consent  processing.","303"
" Dramatically improved RMA compliance.","501"
" Draw on small/local area census data to compile accurate deprivation indexes to help and delimit Fair Deal communities.","504"
" Drive 21st Century technology-based learning throughout the school system.","506"
" Drivers haven't  had their  driving skills, ability  to perceive hazards, or  driving attitudes  assessed at the higher level  required by the  full licence test.","605"
" Each winter, on average an extra 3000 people a month are hospitalised at a cost to taxpayers of about $880 a day, and a great many of those people are elderly that adds up to about $243 million in extra hospital costs each winter.","504"
" Each year below 65 that superannuation would be claimed down to 60, would see a small reduction, and each year over 65 up to 70, it would be enhanced.","504"
" ECE spending  has  increased  by 40 per cent  since 2008.","506"
" Efforts  to reduce  pollution,  encourage  recycling,  educate  the  public,  and avoid  ecological  degradation have  been  a  success.  ","501"
" Elected  officials  have overpromised  and  overspent,  and  now  the  bills  are due.","414"
" Employed 1600  more teachers.","506"
" Employer satisfaction with Immigration New  Zealand  has  increased from  70 per  cent  to  90 per  cent  and  overall client satisfaction  has  risen from 71 to 77  per  cent  over the  past two  years.","303"
" Enable pre-school centres and schools to adopt special teaching programmes such as High/Scope and the Incredible Years programme,","506"
" Enabled the  courts to impose bail conditions  to ensure that defendants are well  prepared for  their next court hearing,  avoiding  unnecessary delays.","605"
" Encourage local authorities to promote better literacy, through homework clubs, longer opening hours for libraries, and better design and standards in local authority housing the ideas promoted by the Right to Read Campaign.","506"
" Enhanced the Recognised Seasonal Employer  scheme,","410"
" Ensure the criteria for cover and level of entitlements are maintained.","504"
" Ensure the school  system keeps  pace with  global developments.","506"
" Ensure the school system keeps pace with modern developments.","506"
" Ensured a very competitive  pricing framework to encourage uptake by businesses and  consumers.","403"
" Ensured that around  22,000  people  have  access to clean  safe  drinking water.","411"
" Ensured the Hobbit movies  are made in New  Zealand, preserving thousands  of jobs and  our  reputation as a hub for the  valuable film  industry.","410"
" Ensuring  we have  relevant and interoperable  defence capabilities  to work with like-minded  nations  in South East Asia.","104"
" Ensuring victims have more  say in their own Victim Impact  Statements.","201"
" Equally  important,  we  pledge  to  enforce  the  Takings  Clause  in  the actions  of  federal  agencies  to  ensure  just  compensation  whenever  private  property  is  needed  to  achieve a  compelling  public  use.   ","201"
" Establish a 'Neighbourhood Renewal' Fund,","504"
" Establish a Constitutional Commission to begin a constitutional review aimed at, among other things, drafting arrangements that give effect to the Treaty of Waitangi.","203"
" Establish an ambitious new government vision of how Irish broadband connectivity should develop","411"
" Establish an independent clearing house to handle ACC-related claims and minimise compliance costs for the health sector.","303"
" Established  2500 Youth Guarantee places.","506"
" Established  a voluntary  90-day trial period  for  new employees.","401"
" Established  the  Prime  Minister's  Youth Mental  Health  Project.","504"
" Established a new 300-hectare Coromandel  marine farming zone.","501"
" Established a Veterans' Enquiry Line and  Veterans'  Affairs newsletter  to keep  ex servicemen and women  informed.","705"
" Established the Global Research Alliance on  Agricultural Greenhouse Gases  and  committed $45 million.","501"
" Established the Global Research Alliance on  Agricultural Greenhouse Gases and  provided  $45 million in funding.","501"
" Established the NZ Agricultural Greenhouse Gas Centre and committed  $50 million.","501"
" Established the one-stop-shop Financial Markets Authority","403"
" Established the Prime  Minister's Pacific  Youth  Awards for  our future Pacific leaders.","705"
" Establishing licensing regimes for fund managers, independent trustees of workplace superannuation schemes, derivatives dealers, and peer-to-peer lenders.","403"
" Establishing the  Constitutional Advisory Panel.","204"
" Events Strategies: support opportunities to further promote Maori culture and tourism through leveraging existing events and creating new events.","410"
" Every year, 83  per  cent of New Zealanders  attend  some form of arts event.","502"
" Expand rehabilitation services at local level in line with need.","504"
" Expanded financial help of up to $1,000 for victims attending case-related hearings.","504"
" Expanded the 90-day trial period to  all businesses following its successful  implementation.","401"
" expedite  expulsion  of criminal  aliens,","605"
" Expose these companies to private-sector discipline and greater scrutiny.","401"
" Extended the voluntary bonding scheme to  include aged  care nurses.","506"
" Extending the Language Line to  Christchurch City Council.","607"
" Extending the mixed-ownership model to Mighty River Power, Meridian, Genesis, and Solid Energy,","401"
" Extra work obligations   e.g.  a  sole parent  whose eldest child is  five  or over  will need to  be available for part-time work.","505"
" Far worse,  the  process  assumes  every  spending  program will  be  permanent  and  every  tax  cut  will  be  temporary.","414"
" feel out of reach.","403"
" Female labour-force participation  is the highest in New Zealand's history.","706"
" Finalised deployment plans  and started  rollout in key locations around  the country.","411"
" Financial support for 16 weeks or until they move into work.","701"
" Fines doubled and twice as  many convictions  for consent breaches.","501"
" Floating mortgage rates have almost halved, providing hundreds  of  dollars a week for a  family with the average  mortgage.","603"
" Focus  tourism research  and our tourism  agencies  on building  the value of our  international visitors.","410"
" Focused on  attracting  immigrants who will bring the most economic benefits  to  New  Zealand  skilled  workers, business people and investors, academics, entertainers, and students.","410"
" focused on building a force that can deter and win the conflicts of the 21st century.","104"
" Focusing local government  on supporting economic growth and job creation.","410"
" following  the  lead  of  33  States  which  have put  that  restraint  into  their  own  constitutions.","204"
" For  decades  it  has  been pushed  beyond  its  core  functions,  increasing  spending  to  unsustainable  levels.","414"
" for  in  healthcare,  as  in  any  other sector  of  the  economy,  genuine  competition  is  the best  guarantee  of  better  care  at  lower  cost.","505"
" for  without  property  rights,  individual  rights are  diminished.   ","201"
" For most  Americans,  those  who  are  insured  now  or  who seek  insurance  in  the  future,  our  practical,  nonintrusive  reforms  will  promote  flexibility  in  State  leadership  in  healthcare  reform,","301"
" Foreign corporations control too much of our country, making them rich at the expense of our jobs, natural resources, public assets and our sovereignty.","601"
" Formed a partnership arrangement with Christchurch City Council and Christchurch  International Airport  to help Christchurch &  Canterbury Tourism  play a lead role in  the  recovery of tourism  across Christchurch, Canterbury,  and  the South Island.","301"
" Four times  as many adult  students as in 2008  are  gaining literacy and numeracy skills in their  foundation courses.","506"
" Four times as many  students  as  in 2008  are  accessing literary and numeracy in foundation  education courses.","506"
" from nurses, firefighters, and teachers to construction workers, factory workers, and small business owners.","706"
" Frontline health spending  has increased  by an  extra $500  million a year  to a total of $14 billion, the most ever.","504"
" Fund schools to meet needs of high and complex needs students with a range of options including intensive counseling.","506"
" Funded  community-led projects supporting  3500 more  early  childhood education  places for Maori, Pacific,  and low-income families.","506"
" Funded Auckland  rail electrification","411"
" Funded new self-resetting traps to  better  protect our  native species from pests.","501"
" Further development of the Hawke's Bay Expressway.","411"
" further evidence that the deck is stacked for those at the top.","403"
" Further strengthening  sentences,  bail,  and  parole laws.","605"
" Furthered negotiations for international air  traffic rights.","407"
" Get better outcomes for refugees coming to  New Zealand.","705"
" Give victims more say over what goes into their Victim Impact Statement.","201"
" Given the benefits that would come from these policies, they would be extraordinarily economical.","504"
" Given the interconnections between prostitution, trafficking and organised crime, the potential for sustained economic and fiscal sanctions for organisers and traffickers based on the Criminal Assets Bureau model will be investgated.","605"
" Giving the Financial Markets Authority a role in promoting financial literacy.","506"
" GP training places  increased  by nearly 50 per cent.","506"
" GP training places  up  by nearly 50  per cent.","506"
" Greater freedom to supplement Maori educational outcomes","506"
" Grown exports to  our major  trading partners.","410"
" Growth  in visitor numbers  out of emerging  markets in Asia continues  to be  strong, as do  visitor numbers out of Australia.","410"
" GST off fresh fruit and vegetables","414"
" Guaranteeing  New Zealand  has  highly-trained  and capable niche force elements that can make a real contribution when called on to  help  with  wider  global military operations.","104"
" gutting  welfare  reform  by unilaterally  removing  its  statutory  work  requirement,","505"
" Halted the rapid rise in government debt.","414"
" Have recently expanded the debt recovery  programme  to 50,000 debtors in Australia and Britain.","507"
" He has fulfilled that promise to our troops.","104"
" Help get greater economic gain from inshore fisheries within sustainable limits, with particular regard to seasonal market values and new species.","703"
" Helped over 4400  extra people buy their  own homes through changes to  the Welcome Home Loan cap.","401"
" helping them to develop their own mental resilience as well as learning to identify people with mental health problems.","504"
" High-tech passports  to improve border  security.","605"
" Higher  course achievement  and completion.","506"
" higher income is strongly associated with longer life expectancy and the gap in life expectancy between the richest and poorest Americans is increasing.","503"
" Highly  educated  immigrants  can  assist  in  creating  new  services  and  products.","410"
" Highly  skilled,  Englishspeaking,  and  integrated  into  their  communities,  they are  too  valuable  a  resource  to  lose.","608"
" Hobsonville  Motorway.","411"
" Hold the loan  repayment  threshold at  $19,084 until 1 April 2015.","507"
" Holding public meetings on  the rebuild  with ethnic communities.","607"
" Hospitals.","504"
" Household  savings are increasing rapidly and  will be positive  this year for  the first time in  over a decade.","414"
" Households  have  a positive savings rate  for  the first time in more than a decade.","414"
" How  can New  Zealand produce a new  generation of high-value foods   for example,  foods and food-derived products  that have  demonstrated health benefits, designed for  the growing Asian market?","703"
" How can  New Zealand intensify its primary  industries in an environmentally sustainable way  increasing production while at the  same time protecting the environment and in particular  the  quality of our water?","416"
" ignoring  the  legal  requirement  for  legislative  enactment  of  an  annual  budget,","203"
" Implement in full the national drugs strategy (NDS) 2001 2008, fast track the implementation of all remaining actions in that plan and as a priority, prepare a successor strategy.","504"
" Implemented  practical air-quality standards.","501"
" Implemented National Standards in  reading, writing, and  maths in  primary and  intermediate schools.","506"
" Imposed a $50 levy on all offenders  regardless of the crime they  have committed.","605"
" Improve access to grants and loan funding","504"
" Improve communication between prosecutors and victims.","705"
" Improved  the  business migration  scheme to  attract more  capital,  and people with  commercial know-how, experience, and  global networks.","410"
" Improved  the business migrant scheme to maximise investment and economic growth.","410"
" Improved forecasting methodology to forecast over five years.","411"
" Improved quality and consistency of  decisions  made by Immigration New  Zealand  (INZ).","303"
" Improving  AOD treatment  services for young  people.","504"
" Improving  financial literacy.","506"
" Improving the  victim  notification system.","705"
" In  2010/11 there  were 690  benefit fraud  prosecutions,  involving more than  $22 million.","505"
" In  cases  of  malfeasance  or other  criminal  behavior,  the  full force  of  the  law  should  be  used.","605"
" In  fiscal  year  2011, spending  reached  $3.6  trillion, nearly  a  quarter  of  our  gross  domestic  product.","414"
" In  order  to restore  the  rule  of  law,  federal funding  should  be  denied  to  sanctuary  cities  that  violate  federal  law and  endanger  their  own  citizens,","301"
" In  short,  aid  money  should follow  positive  outcomes,  not  pleas  for  more  cash  in the  same  corrupt  official  pockets.","304"
" in  the  event  we  do  not achieve  this,  we  must  preserve  the  mortgage  interest deduction.","402"
" In  this  context,  Congress should  reconsider  whether  parts  of  the  federal  government's  enormous  landholdings  and  control  of water  in  the  West  could  be  better  used  for  ranching, mining,  or  forestry  through  private  ownership.","401"
" In 2007/08 just  29  per cent  of Environment  Canterbury's consents  were being processed  on time.","303"
" In 2009 National launched the Community  Response Fund to assist community social service groups cope with the effects of the  global recession.","504"
" In 2010,  the second-lowest death toll on the  roads was recorded.","411"
" In 2011 we extended the Community  Response Fund for another  year and  provided  $25 million in additional funding.","504"
" In addition, the state acting though the NTMA, should provide access to a basic personal pension product or products.","504"
" In respect of primary education we will provide the most disadvantaged primary schools with a comprehensive package of supports.","506"
" In the  12 months  to  September  2011, the road  toll was the lowest  recorded,  with 305 people  dying on  our roads compared to 357  the previous year.","305"
" In the  March 2011  quarter, 79 per cent  of electricity came from renewable sources   the highest  rate in 12 years.","416"
" In the meantime, what we propose gives them choice about how they want to shape their lives in retirement and when they want to begin.","201"
" In the past  three years, after-tax  average  wages have increased  18  per cent  around  twice the rate  of inflation.","701"
" In the year  to June 2011,  95  per cent  of  resource  consents were processed on time,  compared  to  just  69  per cent  in the year to  June 2008.","303"
" including by making evidence-based investments in jobs,","701"
" including the coal communities who kept America's lights on for generations.","503"
" including the right of tangata whenua to determine what 'voluntary' and 'community sector' means to them.","607"
" Incorporate strong ex post evaluative and accountability rules within the framework of reformed public financial procedures.","303"
" increase access to khanga reo and universal early childhood education by increasing free 20 hours to 30 hours","506"
" increase adult literacy programmes to include community-based whanau literacy programmes which address the literacy needs of adult caregivers while providing them opportunity to support child learning","506"
" Increase data-matching  information in  benefit  applications with information held  by other  agencies  to make  identifying  fraudsters  easier.","505"
" Increase penalties for failing to comply with building consent requirements.","403"
" Increase the current Dublin Bus fleet by 50 per cent, or 500 buses.","411"
" Increased  flexibility  in the Holidays Act.","401"
" Increased  NZ  Super and  Veterans' Pension by $166 a fortnight for a married couple, and  $84 for  someone  living alone.","504"
" Increased ACC solvency from  just 46  per  cent  in 2008/09 to 81 per cent  forecast in 2011/12.","414"
" Increased funding for dementia services, with  almost  200 extra dementia  beds over the nex  two years.","504"
" Increased incidences  of licence-condition  breaches, and a lack of  respect for the  graduated- licence scheme,  reducing its  effectiveness.","605"
" Increased patronage on public transport.","411"
" Increased public transport  funding  by around  40 per cent to match growing public  transport patronage.","411"
" Increased public transport patronage.","411"
" Increased tax on consumption and property  investment.","414"
